,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B
MIR_145A_5P,0.443159822,-0.06263455,5.773856537,5.99E-07,2.89E-05,5.99475051
MIR_7227_3P,0.380019094,-0.044167172,5.773227697,6.01E-07,2.89E-05,5.992678729
GOCC_INTRACILIARY_TRANSPORT_PARTICLE,0.568370158,-0.07775329,5.772790421,6.01E-07,2.89E-05,5.991238096
GOBP_LYSOSOMAL_TRANSPORT,0.613491281,-0.071944973,5.771716425,6.04E-07,2.89E-05,5.987699809
GOMF_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY,-0.855584727,0.049895363,-5.770941389,6.05E-07,2.89E-05,5.985146504
MIR_3552,0.373663711,-0.057275185,5.769438447,6.09E-07,2.89E-05,5.980195282
MIR_6416_3P,0.386127048,-0.06018568,5.768310723,6.11E-07,2.89E-05,5.976480276
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,-0.384727707,0.070180261,-5.766910254,6.14E-07,2.89E-05,5.971866914
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA,0.581444054,-0.094349596,5.758687418,6.32E-07,2.95E-05,5.944782631
GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE,0.835444384,-0.118256006,5.758605309,6.32E-07,2.95E-05,5.944512206
MIR_106A_3P_MIR_17_3P,0.439635437,-0.060930845,5.757475941,6.34E-07,2.95E-05,5.94079272
GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX,0.754312104,-0.064801568,5.755133919,6.39E-07,2.96E-05,5.933079762
GOMF_CULLIN_FAMILY_PROTEIN_BINDING,0.585181822,-0.087853221,5.753398497,6.43E-07,2.97E-05,5.927364791
GOMF_MICROTUBULE_PLUS_END_BINDING,0.682752679,-0.094982751,5.74545243,6.61E-07,3.03E-05,5.901200335
MIR_3064_5P,0.405750144,-0.070665656,5.744974748,6.62E-07,3.03E-05,5.899627604
HALLMARK_MITOTIC_SPINDLE,0.60064176,-0.073685004,5.742954704,6.67E-07,3.04E-05,5.892976959
ZHANG_BREAST_CANCER_PROGENITORS_UP,0.520203218,-0.065315909,5.740466284,6.73E-07,3.05E-05,5.884784706
GOBP_MITOPHAGY,0.691422584,-0.086446478,5.737242797,6.80E-07,3.07E-05,5.874173231
MIR_145B,0.436344425,-0.063065358,5.732526816,6.91E-07,3.07E-05,5.858650071
GLI1_TARGET_GENES,0.395048801,-0.058586466,5.732450223,6.92E-07,3.07E-05,5.85839797
MIR_142A_5P,0.376819886,-0.047796715,5.731815114,6.93E-07,3.07E-05,5.856307581
MIR_7660_3P,0.410420585,-0.060819997,5.731117155,6.95E-07,3.07E-05,5.854010362
MIR_3085_3P,0.420526222,-0.06651836,5.730441244,6.96E-07,3.07E-05,5.851785752
MIR_20B_3P,0.436707227,-0.06048669,5.730211655,6.97E-07,3.07E-05,5.851030119
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION,-0.664360879,0.131937646,-5.728488752,7.01E-07,3.07E-05,5.845359758
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,0.399004284,-0.048186677,5.728016538,7.02E-07,3.07E-05,5.843805667
GOBP_MICROTUBULE_ANCHORING,0.514439893,-0.039399154,5.726350228,7.06E-07,3.07E-05,5.838321853
MIR_291B_3P,0.403509777,-0.059488484,5.726205391,7.07E-07,3.07E-05,5.837845209
MIR_7005_5P,0.373539823,-0.045861863,5.724082566,7.12E-07,3.07E-05,5.830859359
MIR_744_3P,0.478941373,-0.08173971,5.722006541,7.17E-07,3.07E-05,5.824027875
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.729862691,-0.103609511,5.721212072,7.19E-07,3.07E-05,5.821413644
BIOCARTA_ACE2_PATHWAY,-0.818820499,0.188846364,-5.721001862,7.20E-07,3.07E-05,5.820721947
GOCC_HOPS_COMPLEX,0.692863606,-0.073714216,5.717374459,7.29E-07,3.10E-05,5.80878655
GOCC_NEURON_PROJECTION_CYTOPLASM,0.376123833,-0.051586158,5.714736022,7.35E-07,3.11E-05,5.800105863
MIR_7665_3P,0.468816665,-0.088555581,5.714655645,7.36E-07,3.11E-05,5.799841426
MIR_6997_3P,0.436379974,-0.049610909,5.711928103,7.43E-07,3.12E-05,5.790868195
MIR_467H,0.288617127,-0.059286282,5.708624459,7.51E-07,3.13E-05,5.780000489
MIR_295_3P,0.435844373,-0.059466639,5.707505682,7.54E-07,3.13E-05,5.776320354
MIR_350_5P,0.403824883,-0.059757293,5.706769834,7.56E-07,3.13E-05,5.77389989
GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE,0.396858155,-0.033214296,5.705462138,7.59E-07,3.13E-05,5.769598531
MIR_3470A,0.447904047,-0.044138138,5.704949505,7.61E-07,3.13E-05,5.767912383
GOCC_VACUOLAR_LUMEN,0.439655902,-0.048542734,5.702594055,7.67E-07,3.13E-05,5.76016514
GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS,0.6637319,-0.041077669,5.7018386,7.69E-07,3.13E-05,5.75768049
GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX,0.643432467,-0.095151632,5.701121806,7.71E-07,3.13E-05,5.755323041
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.810892047,-0.107499279,5.699655078,7.75E-07,3.13E-05,5.750499283
MIR_542_3P,0.353227228,-0.048458916,5.698815542,7.77E-07,3.13E-05,5.747738308
GOMF_DNA_POLYMERASE_ACTIVITY,0.644367234,-0.115432687,5.698579738,7.78E-07,3.13E-05,5.746962833
GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY,0.414085317,-0.029871636,5.69817893,7.79E-07,3.13E-05,5.745644728
MIR_194_1_3P,0.465693794,-0.090360278,5.696450586,7.83E-07,3.13E-05,5.739961015
GOCC_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE,0.691489708,-0.091249413,5.696011706,7.85E-07,3.13E-05,5.738517784
MIR_291A_3P_MIR_294_3P,0.43560922,-0.059908732,5.693839984,7.90E-07,3.15E-05,5.731376447
GOBP_AXO_DENDRITIC_TRANSPORT,0.456642938,-0.071932373,5.692488118,7.94E-07,3.15E-05,5.726931268
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.623646381,-0.098110432,5.688925785,8.04E-07,3.18E-05,5.715218414
GOMF_NUCLEAR_EXPORT_SIGNAL_RECEPTOR_ACTIVITY,0.666581537,-0.038591977,5.685779105,8.13E-07,3.20E-05,5.704873118
MIR_881_3P,0.460865081,-0.045714904,5.684604586,8.16E-07,3.20E-05,5.701011881
GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,0.826607598,-0.097722861,5.682965839,8.21E-07,3.21E-05,5.695624695
GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,0.489741945,-0.014500892,5.68001278,8.29E-07,3.22E-05,5.685917445
MIR_3102_3P.2_3P,0.434611943,-0.084816628,5.679063427,8.32E-07,3.22E-05,5.682796904
MIR_144_3P,0.385298085,-0.055442006,5.678370558,8.34E-07,3.22E-05,5.68051948
ZHANG_GATA6_TARGETS_UP,-0.553099964,0.089863941,-5.677923349,8.35E-07,3.22E-05,5.679049552
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,0.536942504,-0.081217935,5.676014643,8.41E-07,3.23E-05,5.672776028
MIR_139_3P,0.551118543,-0.089227821,5.674017478,8.47E-07,3.24E-05,5.666212094
MIR_1912_3P,0.43894924,-0.049896892,5.673044351,8.49E-07,3.24E-05,5.663013915
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION,0.689707372,-0.117225032,5.67053431,8.57E-07,3.25E-05,5.654765054
GOBP_DNA_REPLICATION,0.574793768,-0.086899156,5.669887817,8.59E-07,3.25E-05,5.652640542
GOMF_PEPTIDE_RECEPTOR_ACTIVITY,-0.530442456,0.090366737,-5.669688847,8.59E-07,3.25E-05,5.651986694
MIR_122B_5P,0.47507027,-0.060379552,5.661266721,8.85E-07,3.33E-05,5.624313332
GOBP_RECOMBINATIONAL_REPAIR,0.607542736,-0.10561997,5.654832476,9.05E-07,3.39E-05,5.603175959
MIR_6975_5P,0.394950977,-0.047752914,5.654022325,9.07E-07,3.39E-05,5.600514764
GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.837797043,-0.10761221,5.64962707,9.21E-07,3.43E-05,5.58607819
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION,0.611296282,-0.073705268,5.646611373,9.31E-07,3.46E-05,5.576173889
MIR_6918_5P,0.353132944,-0.047157825,5.643609441,9.40E-07,3.46E-05,5.566315607
GOCC_GOLGI_TRANSPORT_COMPLEX,0.840184611,-0.122463224,5.642232047,9.45E-07,3.46E-05,5.561792549
GOBP_VACUOLAR_ACIDIFICATION,0.661117406,-0.054922258,5.641320672,9.48E-07,3.46E-05,5.558799887
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN,0.593812715,-0.079350835,5.64006478,9.52E-07,3.46E-05,5.554676067
MIR_7035_3P,0.389285413,-0.066272828,5.63987972,9.53E-07,3.46E-05,5.554068423
MIR_6938_5P,0.34298046,-0.017664848,5.639399787,9.54E-07,3.46E-05,5.552492571
MIR_3070_5P,0.474207056,-0.098027426,5.63916149,9.55E-07,3.46E-05,5.551710133
GOBP_DETERMINATION_OF_ADULT_LIFESPAN,0.617912025,-0.10288176,5.637913197,9.59E-07,3.47E-05,5.54761151
SATB2_TARGET_GENES,0.612795592,-0.072531058,5.636991598,9.62E-07,3.47E-05,5.54458564
BIOCARTA_LONGEVITY_PATHWAY,0.679979632,-0.119553473,5.633608043,9.73E-07,3.49E-05,5.533477138
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION,0.659439564,-0.090237954,5.633474613,9.74E-07,3.49E-05,5.533039096
GOBP_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE,0.767932596,-0.08423336,5.631651666,9.80E-07,3.49E-05,5.527054661
GOMF_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY,0.77317546,-0.111780009,5.631621182,9.80E-07,3.49E-05,5.52695459
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,0.448044869,-0.060609444,5.630538329,9.84E-07,3.49E-05,5.52339991
GOBP_HISTONE_H2A_UBIQUITINATION,0.625513814,-0.088699689,5.629515738,9.87E-07,3.49E-05,5.520043148
LET_7G_3P,0.439269316,-0.057650671,5.628285331,9.91E-07,3.49E-05,5.51600434
MIR_5624_3P,0.402815898,-0.051930155,5.627049102,9.96E-07,3.50E-05,5.511946559
GOBP_DENSE_CORE_GRANULE_LOCALIZATION,0.54722213,-0.085728598,5.625618526,1.00E-06,3.50E-05,5.507251035
MIR_701_3P,0.411028685,-0.074284588,5.625352393,1.00E-06,3.50E-05,5.506377537
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,0.767504692,-0.096856118,5.622104295,1.01E-06,3.51E-05,5.495717218
MIR_320_3P,0.379256269,-0.03386071,5.62209124,1.01E-06,3.51E-05,5.495674373
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,0.5441047,-0.052312882,5.621207675,1.02E-06,3.51E-05,5.492774666
GOMF_UDP_GLYCOSYLTRANSFERASE_ACTIVITY,0.290919636,-0.028381992,5.620601883,1.02E-06,3.51E-05,5.490786604
GOCC_CLATHRIN_COAT,0.560126206,-0.093355309,5.618715712,1.02E-06,3.52E-05,5.484596868
MIR_6944_3P,0.500565799,-0.062992054,5.616609046,1.03E-06,3.54E-05,5.47768394
MIR_7025_3P,0.364308218,-0.060436648,5.615622729,1.04E-06,3.54E-05,5.474447529
GOBP_TRANSLESION_SYNTHESIS,0.757230058,-0.102958885,5.613401147,1.04E-06,3.55E-05,5.467158165
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.581690657,-0.076722995,5.608374992,1.06E-06,3.60E-05,5.450668271
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,0.770016037,-0.104262211,5.607394389,1.07E-06,3.60E-05,5.44745137
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS,0.372796603,-0.077839427,5.607312285,1.07E-06,3.60E-05,5.447182029
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.621442942,-0.107749724,5.606313375,1.07E-06,3.60E-05,5.443905174
MIR_770_5P,0.420839469,-0.03646469,5.605166611,1.07E-06,3.60E-05,5.440143411
GOBP_PROTEIN_DEGLYCOSYLATION,0.821766497,-0.102010498,5.599002808,1.10E-06,3.67E-05,5.419926255
REACTOME_RHOC_GTPASE_CYCLE,0.4792362,-0.065131893,5.598058522,1.10E-06,3.67E-05,5.416829337
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.694654059,-0.091318216,5.596429451,1.11E-06,3.68E-05,5.411486769
MIR_151_3P,0.487597447,-0.064345451,5.592501665,1.12E-06,3.72E-05,5.398606578
GOMF_NEUROTRANSMITTER_RECEPTOR_REGULATOR_ACTIVITY,-0.620547128,0.047621315,-5.590310374,1.13E-06,3.73E-05,5.391421436
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.621170147,-0.075387721,5.587836502,1.14E-06,3.75E-05,5.383310284
MIR_5624_5P,0.300991817,-0.05189398,5.587669829,1.14E-06,3.75E-05,5.382763828
chr9B,0.302508498,-0.062609094,5.584020346,1.16E-06,3.75E-05,5.370799313
GOMF_MANNOSYLTRANSFERASE_ACTIVITY,0.619701809,-0.096708012,5.582809905,1.16E-06,3.75E-05,5.366831273
MIR_205_3P,0.420482789,-0.056755244,5.582430176,1.16E-06,3.75E-05,5.365586486
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,0.773929717,-0.101653197,5.582416379,1.16E-06,3.75E-05,5.365541258
MIR_302A_3P_MIR_302B_3P,0.428031299,-0.061522589,5.582311793,1.16E-06,3.75E-05,5.365198415
MIR_302D_3P,0.428031299,-0.061522589,5.582311793,1.16E-06,3.75E-05,5.365198415
MIR_1929_5P,0.382146402,-0.033620463,5.581264501,1.17E-06,3.75E-05,5.361765375
MIR_875_3P,0.380239507,-0.045005545,5.580257667,1.17E-06,3.75E-05,5.358465056
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS,0.534443802,-0.077860467,5.577580113,1.18E-06,3.77E-05,5.349688742
MIR_6961_3P,0.328983646,-0.030219076,5.576664442,1.18E-06,3.77E-05,5.346687577
MIR_6715_5P,0.415831422,-0.065800201,5.576108473,1.19E-06,3.77E-05,5.344865397
WP_GPCRS_NONODORANT,-0.431770524,0.069741838,-5.574518913,1.19E-06,3.78E-05,5.339655803
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.496812579,-0.068680166,5.572537632,1.20E-06,3.80E-05,5.333162741
GOCC_RETROMER_COMPLEX,0.882009586,-0.11236431,5.569107205,1.22E-06,3.83E-05,5.321921452
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,-0.572667668,0.123253679,-5.565338964,1.23E-06,3.87E-05,5.309574521
MIR_7229_3P,0.456545399,-0.04687363,5.564028763,1.24E-06,3.87E-05,5.305281877
MIR_7673_3P,0.322216768,-0.050529188,5.563889367,1.24E-06,3.87E-05,5.304825183
LET_7F_2_3P,0.409721873,-0.055681202,5.56250082,1.24E-06,3.88E-05,5.300276062
GOMF_ALDEHYDE_LYASE_ACTIVITY,0.574752575,-0.064610096,5.561582444,1.25E-06,3.88E-05,5.297267407
MIR_3063_5P,0.319118518,-0.003675364,5.558892407,1.26E-06,3.90E-05,5.288455178
MIR_3065_3P,0.329850873,-0.043832946,5.554479024,1.28E-06,3.93E-05,5.273999057
BIOCARTA_RB_PATHWAY,0.73990228,-0.111062098,5.554116439,1.28E-06,3.93E-05,5.27281149
MIR_15B_5P,0.365817556,-0.052646359,5.553737159,1.28E-06,3.93E-05,5.271569257
BIOCARTA_AKAP95_PATHWAY,0.651547652,-0.077196041,5.553337151,1.28E-06,3.93E-05,5.270259153
MIR_335_3P,0.283552293,-0.045670063,5.553205325,1.28E-06,3.93E-05,5.269827399
GOMF_MANGANESE_ION_BINDING,0.496346457,-0.053707845,5.551910925,1.29E-06,3.93E-05,5.265588108
LET_7J,0.37964644,-0.061186621,5.547912804,1.31E-06,3.97E-05,5.252494938
GOMF_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY,-0.499279211,0.095897469,-5.54698349,1.31E-06,3.97E-05,5.249451823
GOMF_AP_2_ADAPTOR_COMPLEX_BINDING,0.828923067,-0.114408826,5.546845864,1.31E-06,3.97E-05,5.249001165
GOCC_CENTRIOLE,0.481153955,-0.075016857,5.545644718,1.32E-06,3.98E-05,5.245068063
MIR_7118_3P,0.342190478,-0.046759468,5.5434082,1.33E-06,4.00E-05,5.237745075
GOBP_TRANSFERRIN_TRANSPORT,0.563580247,-0.106139374,5.542102269,1.33E-06,4.00E-05,5.233469329
MIR_16_5P,0.372368167,-0.053414335,5.541139114,1.34E-06,4.00E-05,5.230315975
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE,-0.800474384,0.176029102,-5.539065886,1.35E-06,4.02E-05,5.223528589
MIR_19A_3P,0.42055195,-0.044693095,5.536999001,1.36E-06,4.04E-05,5.216762411
MIR_3473D,0.403617977,-0.049928847,5.535951461,1.36E-06,4.04E-05,5.213333339
GOCC_REPLICATION_FORK,0.677690208,-0.104374688,5.532162557,1.38E-06,4.07E-05,5.200931499
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT,0.40468385,-0.033421924,5.531955688,1.38E-06,4.07E-05,5.200254418
GOBP_AXONAL_TRANSPORT,0.457033271,-0.086324012,5.53182686,1.38E-06,4.07E-05,5.199832769
REACTOME_METAL_ION_SLC_TRANSPORTERS,0.600277254,-0.084983481,5.530178422,1.39E-06,4.07E-05,5.194437623
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.706292722,-0.075751951,5.530067432,1.39E-06,4.07E-05,5.194074378
MIR_6991_3P,0.477508899,-0.079317386,5.529423034,1.39E-06,4.07E-05,5.191965424
MIR_181D_5P,0.372670401,-0.057242875,5.52895994,1.40E-06,4.07E-05,5.19044986
MIR_101A_5P,0.354623617,-0.064532807,5.525659046,1.41E-06,4.09E-05,5.179647696
GOBP_REGULATION_OF_MACROAUTOPHAGY,0.597399289,-0.063988405,5.524918766,1.42E-06,4.09E-05,5.17722529
MIR_3070_2_3P,0.39601933,-0.086569977,5.524008054,1.42E-06,4.09E-05,5.174245259
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,0.604578604,-0.076271769,5.523892154,1.42E-06,4.09E-05,5.173866019
HOLLERN_SQUAMOUS_BREAST_TUMOR,-0.417631576,0.067505687,-5.519036331,1.44E-06,4.15E-05,5.15797834
JMJD1C_TARGET_GENES,0.379568977,-0.077147737,5.518151989,1.45E-06,4.15E-05,5.155085147
MIR_674_5P,0.405613661,-0.053327589,5.517484618,1.45E-06,4.15E-05,5.152901845
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS,0.744539379,-0.096397516,5.516726724,1.46E-06,4.15E-05,5.150422454
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR,0.645403957,-0.087336668,5.515578248,1.46E-06,4.15E-05,5.146665421
GOMF_GLYCOSYLTRANSFERASE_ACTIVITY,0.344126404,-0.049336806,5.513956587,1.47E-06,4.15E-05,5.141360687
MIR_1961,0.391995287,-0.058972548,5.513839049,1.47E-06,4.15E-05,5.140976211
MIR_6973B_3P,0.448840259,-0.085330931,5.51296959,1.48E-06,4.15E-05,5.138132188
MIR_7063_3P,0.448840259,-0.085330931,5.51296959,1.48E-06,4.15E-05,5.138132188
THRB_TARGET_GENES,0.459288989,-0.063856015,5.512010495,1.48E-06,4.15E-05,5.134995054
MIR_709,0.333519929,-0.052643647,5.511845446,1.48E-06,4.15E-05,5.134455199
MIR_202_3P,0.412614241,-0.062701394,5.509185135,1.49E-06,4.16E-05,5.12575407
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION,0.658307637,-0.086659516,5.50917881,1.49E-06,4.16E-05,5.125733384
MIR_15A_5P,0.367984735,-0.053149404,5.508564704,1.50E-06,4.16E-05,5.123724921
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,0.624378458,-0.086194847,5.507392338,1.50E-06,4.17E-05,5.11989076
MIR_1947_3P,0.415551685,-0.051682197,5.507082729,1.51E-06,4.17E-05,5.118878225
MIR_181C_5P,0.368439341,-0.056548229,5.50583957,1.51E-06,4.17E-05,5.11481274
GOBP_DOUBLE_STRAND_BREAK_REPAIR,0.579246861,-0.093818091,5.502078291,1.53E-06,4.21E-05,5.102513295
MIR_181B_5P,0.366788577,-0.056098666,5.501818315,1.53E-06,4.21E-05,5.101663225
GOBP_REGULATION_OF_CELLULAR_PH,0.320182444,-0.032633237,5.498631332,1.55E-06,4.24E-05,5.091243025
MIR_7092_3P,0.329531638,-0.063694292,5.498604558,1.55E-06,4.24E-05,5.091155489
MIR_19B_3P,0.419510358,-0.04437845,5.495720514,1.57E-06,4.27E-05,5.081726734
MIR_7236_5P,0.416940345,-0.049329498,5.493749967,1.58E-06,4.29E-05,5.075284983
MIR_3473G,0.432995729,-0.052436425,5.491720869,1.59E-06,4.31E-05,5.068652267
MIR_181A_5P,0.370142521,-0.056670943,5.49014164,1.60E-06,4.31E-05,5.063490392
GOBP_SELECTIVE_AUTOPHAGY,0.632028937,-0.079724241,5.490076207,1.60E-06,4.31E-05,5.063276525
ZFP808_TARGET_GENES,0.409615702,-0.05618658,5.488154763,1.61E-06,4.33E-05,5.056996467
GOBP_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,0.392966109,-0.010592492,5.487216676,1.61E-06,4.33E-05,5.053930567
GOBP_SYNAPTIC_VESICLE_MATURATION,0.410128619,0.015283014,5.486803547,1.61E-06,4.33E-05,5.052580391
MIR_9_5P,0.380404826,-0.053534466,5.485159974,1.62E-06,4.34E-05,5.047209094
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,0.680731443,-0.130891391,5.482921566,1.64E-06,4.36E-05,5.039894317
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,0.594051632,-0.090935358,5.481867168,1.64E-06,4.37E-05,5.036448898
MILI_PSEUDOPODIA,0.609714386,-0.087213456,5.480916611,1.65E-06,4.37E-05,5.033342903
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,-0.587696851,0.126415922,-5.479729547,1.65E-06,4.37E-05,5.029464247
GOMF_DNA_N_GLYCOSYLASE_ACTIVITY,0.693417418,-0.110943215,5.47965423,1.65E-06,4.37E-05,5.029218156
MIR_145A_3P,0.395495377,-0.072008113,5.477923423,1.66E-06,4.38E-05,5.023563149
GOCC_CENTRIOLAR_SATELLITE,0.467200254,-0.089601642,5.477831574,1.66E-06,4.38E-05,5.023263062
GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY,0.702520506,-0.098671571,5.476809684,1.67E-06,4.38E-05,5.019924444
GOBP_MACROAUTOPHAGY,0.628912979,-0.075471229,5.47482857,1.68E-06,4.40E-05,5.013452267
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX,0.627963303,-0.074216975,5.472675203,1.69E-06,4.42E-05,5.006417851
MIR_7005_3P,0.431651192,-0.05034904,5.470163427,1.71E-06,4.43E-05,4.99821327
PILON_KLF1_TARGETS_UP,0.259801872,-0.049176068,5.469837912,1.71E-06,4.43E-05,4.997150042
GOBP_MITOTIC_CYTOKINESIS,0.575570589,-0.072590084,5.469555143,1.71E-06,4.43E-05,4.996226449
GOMF_SYNTAXIN_BINDING,0.312713032,-0.019087102,5.469278047,1.71E-06,4.43E-05,4.995321392
REACTOME_RHOQ_GTPASE_CYCLE,0.488237137,-0.075206416,5.468190146,1.72E-06,4.44E-05,4.991768147
MIR_450B_5P,0.371960629,-0.032383612,5.466154225,1.73E-06,4.45E-05,4.985118892
MIR_497A_5P,0.377764633,-0.059049646,5.465759804,1.74E-06,4.45E-05,4.983830777
REACTOME_GENE_SILENCING_BY_RNA,0.806031448,-0.090203988,5.465390846,1.74E-06,4.45E-05,4.982625838
MIR_6353,0.363991477,-0.053839965,5.465127101,1.74E-06,4.45E-05,4.981764509
GOMF_PHOSPHATIDYLINOSITOL_BINDING,0.451660699,-0.06650162,5.460700989,1.77E-06,4.50E-05,4.967311081
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,0.451719633,-0.062362573,5.460438326,1.77E-06,4.50E-05,4.966453429
GOBP_RESPONSE_TO_UV,0.512940455,-0.077637938,5.457621825,1.78E-06,4.53E-05,4.957257409
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,0.465561482,-0.071829631,5.456855087,1.79E-06,4.53E-05,4.954754125
GOMF_POLYNUCLEOTIDE_ADENYLYLTRANSFERASE_ACTIVITY,0.657036429,-0.094614662,5.45641183,1.79E-06,4.53E-05,4.953306989
MIR_93_5P,0.40054482,-0.051330846,5.453961451,1.81E-06,4.55E-05,4.945307444
MIR_195A_5P,0.362776003,-0.053588419,5.453538011,1.81E-06,4.55E-05,4.943925145
MIR_483_3P,0.606579428,-0.10001527,5.452446713,1.82E-06,4.56E-05,4.940362751
MIR_6540_5P,0.379050559,-0.047977418,5.448458979,1.84E-06,4.61E-05,4.927346489
MIR_6419,0.37555588,-0.05902375,5.448046699,1.84E-06,4.61E-05,4.926000882
MIR_6516_5P,0.261284137,-0.011202569,5.446768357,1.85E-06,4.62E-05,4.921828723
MIR_195B,0.360386465,-0.053373328,5.445541419,1.86E-06,4.63E-05,4.91782451
KANG_GLIS3_TARGETS,-0.607532284,0.129178546,-5.442937001,1.88E-06,4.65E-05,4.909325355
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.647157872,-0.104252667,5.442572974,1.88E-06,4.65E-05,4.908137466
MIR_6342,0.373576425,-0.05879791,5.441916895,1.88E-06,4.65E-05,4.905996596
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION,0.806450249,-0.106526119,5.440463445,1.89E-06,4.67E-05,4.901253976
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY,0.757058757,-0.105704236,5.439182544,1.90E-06,4.68E-05,4.897074585
MIR_8091,0.475908709,-0.054279161,5.438052558,1.91E-06,4.68E-05,4.893387767
GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION,0.71749474,-0.101976151,5.435517375,1.93E-06,4.71E-05,4.88511674
MIR_106A_5P,0.401367846,-0.051673726,5.433901337,1.94E-06,4.71E-05,4.879844809
MIR_6340,0.401064709,-0.078013976,5.433264508,1.94E-06,4.71E-05,4.877767393
MIR_17_5P,0.399879389,-0.051428856,5.431578782,1.95E-06,4.71E-05,4.872268571
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,0.678166394,-0.080345379,5.431283314,1.95E-06,4.71E-05,4.871304792
MIR_322_5P,0.372072491,-0.058358184,5.431094533,1.96E-06,4.71E-05,4.870689019
MIR_20B_5P,0.398228352,-0.050995083,5.430102127,1.96E-06,4.71E-05,4.86745201
